Entity;Life expectancy at birth (historical)
Latvia;73.0
Latvia;73.7
Latvia;73.7
Latvia;74.2
Latvia;74.4
Latvia;74.7
Latvia;74.8
Latvia;74.8
Latvia;75.0
Lebanon;74.4
Lebanon;75.1
Lebanon;75.6
Lebanon;76.0
Lebanon;76.3
Lebanon;76.1
Lebanon;77.1
Lebanon;77.6
Lebanon;77.9
Lebanon;78.2
Lebanon;78.4
Lebanon;78.6
Lebanon;78.8
Lebanon;79.0
Lebanon;79.2
Lebanon;79.5
Lebanon;79.7
Lebanon;79.7
Lesotho;46.8
Lesotho;45.6
Lesotho;44.5
Lesotho;43.7
Lesotho;43.2
Lesotho;42.9
Lesotho;43.1
Lesotho;43.6
Lesotho;44.0
Lesotho;45.6
Lesotho;46.7
Lesotho;47.8
Lesotho;49.0
Lesotho;50.0
Lesotho;51.1
Lesotho;52.3
Lesotho;53.1
Lesotho;53.7
Liberia;52.8
Liberia;53.8
Liberia;53.0
Liberia;56.0
Liberia;56.9
Liberia;57.6
Liberia;58.3
Liberia;58.8
Liberia;59.2
Liberia;59.4
Liberia;59.6
Liberia;59.9
Liberia;59.9
Liberia;59.1
Liberia;59.1
Liberia;60.4
Liberia;60.6
Liberia;60.9
Lithuania;71.8
Lithuania;71.8
Lithuania;72.1
Lithuania;72.2
Lithuania;71.7
Lithuania;71.6
Lithuania;71.5
Lithuania;72.4
Lithuania;73.2
Lithuania;73.4
Lithuania;73.9
Lithuania;74.2
Lithuania;74.3
Lithuania;74.8
Lithuania;74.6
Lithuania;74.9
Lithuania;75.4
Lithuania;75.7
Madagascar;58.6
Madagascar;58.9
Madagascar;59.5
Madagascar;60.1
Madagascar;60.6
Madagascar;61.3
Madagascar;61.8
Madagascar;62.1
Madagascar;62.7
Madagascar;62.9
Madagascar;63.5
Madagascar;63.5
Madagascar;64.0
Madagascar;64.3
Madagascar;64.3
Madagascar;65.0
Madagascar;65.1
Madagascar;65.3
Malawi;45.9
Malawi;47.2
Malawi;48.8
Malawi;50.5
Malawi;52.0
Malawi;53.2
Malawi;53.9
Malawi;54.6
Malawi;55.4
Malawi;56.4
Malawi;57.5
Malawi;58.7
Malawi;59.7
Malawi;60.9
Malawi;61.4
Malawi;62.2
Malawi;63.0
Malawi;63.3
Malaysia;73.3
Malaysia;73.6
Malaysia;73.8
Malaysia;73.9
Malaysia;74.1
Malaysia;74.2
Malaysia;74.2
Malaysia;74.3
Malaysia;74.2
Malaysia;74.4
Malaysia;74.7
Malaysia;74.9
Malaysia;75.0
Malaysia;75.1
Malaysia;75.1
Malaysia;75.3
Malaysia;75.5
Malaysia;75.6
Mali;51.3
Mali;52.2
Mali;52.9
Mali;53.5
Mali;54.0
Mali;54.6
Mali;54.9
Mali;55.3
Mali;55.9
Mali;56.4
Mali;56.8
Mali;57.1
Mali;57.4
Mali;57.9
Mali;58.4
Mali;58.7
Mali;59.1
Mali;59.4
Malta;79.0
Malta;78.5
Malta;78.8
Malta;79.2
Malta;79.6
Malta;79.8
Malta;80.1
Malta;80.1
Malta;80.7
Malta;81.8
Malta;81.1
Malta;81.4
Malta;82.0
Malta;82.7
Malta;83.0
Malta;83.1
Malta;83.6
Malta;83.3
Mauritius;71.9
Mauritius;72.0
Mauritius;72.3
Mauritius;72.5
Mauritius;72.7
Mauritius;72.9
Mauritius;73.1
Mauritius;73.3
Mauritius;73.6
Mauritius;74.0
Mauritius;74.2
Mauritius;74.4
Mauritius;74.7
Mauritius;74.9
Mauritius;75.0
Mauritius;75.0
Mauritius;74.9
Mauritius;74.9
Mexico;73.9
Mexico;74.1
Mexico;74.3
Mexico;74.4
Mexico;74.4
Mexico;74.3
Mexico;74.2
Mexico;74.2
Mexico;74.1
Mexico;74.2
Mexico;74.4
Mexico;74.6
Mexico;74.7
Mexico;74.8
Mexico;74.7
Mexico;74.4
Mexico;74.1
Mexico;74.0
Montenegro;74.2
Montenegro;74.0
Montenegro;74.1
Montenegro;74.7
Montenegro;74.3
Montenegro;74.0
Montenegro;74.5
Montenegro;75.3
Montenegro;75.3
Montenegro;76.1
Montenegro;76.1
Montenegro;76.3
Montenegro;76.6
Montenegro;76.7
Montenegro;76.8
Montenegro;76.7
Montenegro;76.9
Montenegro;77.2
Morocco;67.2
Morocco;67.5
Morocco;67.9
Morocco;68.2
Morocco;68.7
Morocco;69.1
Morocco;69.6
Morocco;70.0
Morocco;70.5
Morocco;70.8
Morocco;71.3
Morocco;71.7
Morocco;72.1
Morocco;72.5
Morocco;72.9
Morocco;73.3
Morocco;73.7
Morocco;74.0
Mozambique;50.1
Mozambique;50.6
Mozambique;50.9
Mozambique;51.2
Mozambique;51.6
Mozambique;52.0
Mozambique;52.6
Mozambique;53.2
Mozambique;53.8
Mozambique;54.2
Mozambique;54.9
Mozambique;55.6
Mozambique;56.5
Mozambique;57.3
Mozambique;58.2
Mozambique;59.0
Mozambique;59.8
Mozambique;60.5
Myanmar;60.4
Myanmar;60.7
Myanmar;61.0
Myanmar;61.2
Myanmar;61.6
Myanmar;61.9
Myanmar;62.4
Myanmar;56.5
Myanmar;63.2
Myanmar;63.3
Myanmar;63.9
Myanmar;64.1
Myanmar;64.8
Myanmar;65.1
Myanmar;65.6
Myanmar;65.7
Myanmar;65.8
Myanmar;66.5
Namibia;51.3
Namibia;51.3
Namibia;51.1
Namibia;51.2
Namibia;51.8
Namibia;52.7
Namibia;53.7
Namibia;54.7
Namibia;55.5
Namibia;56.0
Namibia;56.6
Namibia;57.6
Namibia;58.7
Namibia;59.8
Namibia;60.7
Namibia;61.7
Namibia;62.3
Namibia;62.6
Nepal;63.3
Nepal;63.3
Nepal;64.2
Nepal;64.8
Nepal;65.5
Nepal;65.9
Nepal;66.3
Nepal;66.4
Nepal;66.8
Nepal;66.8
Nepal;67.3
Nepal;67.5
Nepal;68.0
Nepal;68.1
Nepal;67.5
Nepal;68.8
Nepal;68.9
Nepal;69.0
Netherlands;78.3
Netherlands;78.4
Netherlands;78.7
Netherlands;79.2
Netherlands;79.5
Netherlands;79.8
Netherlands;80.2
Netherlands;80.4
Netherlands;80.7
Netherlands;80.8
Netherlands;81.1
Netherlands;81.0
Netherlands;81.3
Netherlands;81.6
Netherlands;81.5
Netherlands;81.5
Netherlands;81.7
Netherlands;81.8
New Caledonia;75.2
New Caledonia;75.6
New Caledonia;76.1
New Caledonia;76.5
New Caledonia;76.7
New Caledonia;77.0
New Caledonia;77.3
New Caledonia;77.6
New Caledonia;77.9
New Caledonia;78.2
New Caledonia;78.7
New Caledonia;79.2
New Caledonia;79.6
New Caledonia;79.2
New Caledonia;78.6
New Caledonia;79.0
New Caledonia;79.5
New Caledonia;79.9
New Zealand;78.7
New Zealand;78.9
New Zealand;79.2
New Zealand;79.4
New Zealand;80.1
New Zealand;80.0
New Zealand;80.2
New Zealand;80.3
New Zealand;80.6
New Zealand;81.1
New Zealand;80.9
New Zealand;81.2
New Zealand;81.7
New Zealand;81.8
New Zealand;82.0
New Zealand;82.1
New Zealand;82.2
New Zealand;82.4
Nicaragua;67.2
Nicaragua;67.2
Nicaragua;67.2
Nicaragua;67.4
Nicaragua;67.9
Nicaragua;68.7
Nicaragua;69.6
Nicaragua;70.6
Nicaragua;71.4
Nicaragua;72.0
Nicaragua;72.4
Nicaragua;72.6
Nicaragua;72.7
Nicaragua;72.8
Nicaragua;73.0
Nicaragua;73.3
Nicaragua;73.6
Nicaragua;73.8
Nigeria;47.6
Nigeria;47.9
Nigeria;48.4
Nigeria;48.8
Nigeria;49.3
Nigeria;49.7
Nigeria;50.0
Nigeria;50.2
Nigeria;50.7
Nigeria;50.9
Nigeria;51.4
Nigeria;51.5
Nigeria;51.7
Nigeria;51.8
Nigeria;51.8
Nigeria;52.0
Nigeria;52.3
Nigeria;52.6
North Korea;60.7
North Korea;60.8
North Korea;69.5
North Korea;69.4
North Korea;69.3
North Korea;69.1
North Korea;68.9
North Korea;69.0
North Korea;69.7
North Korea;70.4
North Korea;71.0
North Korea;71.6
North Korea;72.3
North Korea;72.9
North Korea;72.8
North Korea;72.8
North Korea;73.0
North Korea;73.0
North Macedonia;73.2
North Macedonia;73.1
North Macedonia;73.4
North Macedonia;73.8
North Macedonia;73.7
North Macedonia;74.0
North Macedonia;73.9
North Macedonia;74.5
North Macedonia;74.7
North Macedonia;75.1
North Macedonia;75.2
North Macedonia;75.1
North Macedonia;75.9
North Macedonia;75.9
North Macedonia;76.0
North Macedonia;76.0
North Macedonia;76.5
North Macedonia;77.3
Norway;78.9
Norway;79.0
Norway;79.5
Norway;80.0
Norway;80.2
Norway;80.4
Norway;80.5
Norway;80.7
Norway;80.9
Norway;81.0
Norway;81.2
Norway;81.4
Norway;81.7
Norway;82.1
Norway;82.3
Norway;82.4
Norway;82.6
Norway;82.8
Oman;73.8
Oman;73.9
Oman;74.1
Oman;74.3
Oman;74.4
Oman;74.5
Oman;74.5
Oman;74.6
Oman;74.7
Oman;76.3
Oman;76.6
Oman;77.1
Oman;77.2
Oman;77.4
Oman;77.7
Oman;77.9
Oman;77.9
Oman;78.0
Pakistan;62.4
Pakistan;62.6
Pakistan;62.8
Pakistan;63.1
Pakistan;62.5
Pakistan;63.7
Pakistan;63.9
Pakistan;64.0
Pakistan;64.1
Pakistan;64.4
Pakistan;64.6
Pakistan;64.8
Pakistan;65.1
Pakistan;65.3
Pakistan;65.7
Pakistan;65.9
Pakistan;66.3
Pakistan;66.5
Panama;74.4
Panama;74.8
Panama;75.2
Panama;75.5
Panama;75.8
Panama;76.0
Panama;76.2
Panama;76.2
Panama;76.3
Panama;76.4
Panama;76.6
Panama;76.8
Panama;77.0
Panama;77.2
Panama;77.5
Panama;77.7
Panama;77.8
Panama;77.9
Papua New Guinea;61.8
Papua New Guinea;61.7
Papua New Guinea;61.8
Papua New Guinea;61.8
Papua New Guinea;61.8
Papua New Guinea;61.9
Papua New Guinea;62.0
Papua New Guinea;62.6
Papua New Guinea;62.8
Papua New Guinea;63.0
Papua New Guinea;63.5
Papua New Guinea;63.7
Papua New Guinea;64.0
Papua New Guinea;64.3
Papua New Guinea;64.7
Papua New Guinea;64.8
Papua New Guinea;65.1
Papua New Guinea;65.2
Paraguay;69.9
Paraguay;70.0
Paraguay;70.3
Paraguay;70.5
Paraguay;70.5
Paraguay;70.8
Paraguay;71.1
Paraguay;71.4
Paraguay;71.6
Paraguay;71.9
Paraguay;72.1
Paraguay;72.5
Paraguay;72.8
Paraguay;72.9
Paraguay;73.2
Paraguay;73.5
Paraguay;73.6
Paraguay;73.6
Peru;71.0
Peru;71.7
Peru;72.2
Peru;72.7
Peru;73.0
Peru;73.2
Peru;73.2
Peru;73.4
Peru;73.5
Peru;73.7
Peru;74.1
Peru;74.5
Peru;75.0
Peru;75.3
Peru;75.6
Peru;75.8
Peru;75.9
Peru;76.0
Philippines;69.6
Philippines;69.8
Philippines;69.9
Philippines;70.0
Philippines;70.2
Philippines;70.3
Philippines;70.5
Philippines;70.6
Philippines;70.6
Philippines;70.8
Philippines;70.8
Philippines;70.9
Philippines;70.8
Philippines;71.2
Philippines;71.3
Philippines;71.4
Philippines;71.5
Philippines;71.7
Poland;74.2
Poland;74.6
Poland;74.7
Poland;75.0
Poland;75.1
Poland;75.3
Poland;75.3
Poland;75.6
Poland;75.8
Poland;76.3
Poland;76.7
Poland;76.7
Poland;77.0
Poland;77.6
Poland;77.4
Poland;77.8
Poland;77.7
Poland;77.6
Portugal;77.2
Portugal;77.4
Portugal;77.6
Portugal;78.4
Portugal;78.3
Portugal;79.1
Portugal;79.3
Portugal;79.6
Portugal;79.8
Portugal;80.0
Portugal;80.5
Portugal;80.5
Portugal;80.8
Portugal;81.2
Portugal;81.2
Portugal;81.2
Portugal;81.5
Portugal;81.4
Romania;71.3
Romania;70.7
Romania;69.8
Romania;69.5
Romania;70.6
Romania;71.5
Romania;72.5
Romania;73.6
Romania;74.0
Romania;74.0
Romania;74.4
Romania;74.4
Romania;75.0
Romania;74.9
Romania;74.8
Romania;75.2
Romania;76.0
Romania;76.2
Russia;65.4
Russia;65.1
Russia;65.3
Russia;65.9
Russia;66.1
Russia;67.3
Russia;68.2
Russia;68.5
Russia;69.2
Russia;69.4
Russia;70.4
Russia;70.8
Russia;71.3
Russia;71.6
Russia;72.1
Russia;72.7
Russia;73.4
Russia;73.5
Rwanda;49.0
Rwanda;51.0
Rwanda;53.4
Rwanda;55.5
Rwanda;57.3
Rwanda;58.7
Rwanda;60.0
Rwanda;61.1
Rwanda;62.0
Rwanda;62.5
Rwanda;63.3
Rwanda;64.0
Rwanda;64.4
Rwanda;64.9
Rwanda;65.3
Rwanda;65.7
Rwanda;65.9
Rwanda;66.3
Saint Vincent and the Grenadines;71.9
Saint Vincent and the Grenadines;72.2
Saint Vincent and the Grenadines;72.4
Saint Vincent and the Grenadines;73.0
Saint Vincent and the Grenadines;73.5
Saint Vincent and the Grenadines;74.0
Saint Vincent and the Grenadines;74.7
Saint Vincent and the Grenadines;75.1
Saint Vincent and the Grenadines;75.1
Saint Vincent and the Grenadines;74.7
Saint Vincent and the Grenadines;74.6
Saint Vincent and the Grenadines;74.1
Saint Vincent and the Grenadines;73.8
Saint Vincent and the Grenadines;74.5
Saint Vincent and the Grenadines;74.4
Saint Vincent and the Grenadines;74.3
Saint Vincent and the Grenadines;74.3
Saint Vincent and the Grenadines;74.1
Samoa;71.0
Samoa;71.3
Samoa;71.5
Samoa;71.7
Samoa;71.8
Samoa;72.0
Samoa;72.1
Samoa;72.2
Samoa;70.1
Samoa;72.2
Samoa;72.3
Samoa;72.2
Samoa;72.4
Samoa;72.5
Samoa;72.5
Samoa;72.5
Samoa;72.6
Samoa;72.6
Saudi Arabia;73.0
Saudi Arabia;73.3
Saudi Arabia;73.6
Saudi Arabia;74.2
Saudi Arabia;74.6
Saudi Arabia;74.8
Saudi Arabia;75.0
Saudi Arabia;75.3
Saudi Arabia;75.4
Saudi Arabia;75.8
Saudi Arabia;76.2
Saudi Arabia;76.5
Saudi Arabia;76.6
Saudi Arabia;76.8
Saudi Arabia;76.9
Saudi Arabia;77.1
Saudi Arabia;77.2
Saudi Arabia;77.2
Senegal;57.6
Senegal;58.2
Senegal;59.1
Senegal;60.0
Senegal;60.9
Senegal;61.8
Senegal;62.5
Senegal;63.2
Senegal;63.9
Senegal;64.6
Senegal;65.3
Senegal;65.5
Senegal;66.1
Senegal;66.5
Senegal;66.9
Senegal;67.5
Senegal;67.8
Senegal;68.1
Serbia;72.3
Serbia;72.3
Serbia;72.4
Serbia;72.6
Serbia;72.7
Serbia;73.4
Serbia;73.6
Serbia;73.9
Serbia;74.0
Serbia;74.4
Serbia;74.8
Serbia;75.1
Serbia;75.6
Serbia;75.7
Serbia;75.8
Serbia;76.3
Serbia;76.2
Serbia;76.5
Sierra Leone;45.7
Sierra Leone;46.4
Sierra Leone;47.0
Sierra Leone;47.6
Sierra Leone;48.2
Sierra Leone;49.3
Sierra Leone;50.4
Sierra Leone;51.5
Sierra Leone;52.6
Sierra Leone;53.7
Sierra Leone;54.6
Sierra Leone;55.5
Sierra Leone;56.3
Sierra Leone;56.4
Sierra Leone;57.2
Sierra Leone;58.4
Sierra Leone;58.7
Sierra Leone;59.8
Slovakia;73.6
Slovakia;73.8
Slovakia;73.8
Slovakia;74.2
Slovakia;74.2
Slovakia;74.4
Slovakia;74.5
Slovakia;74.9
Slovakia;75.2
Slovakia;75.5
Slovakia;76.0
Slovakia;76.2
Slovakia;76.5
Slovakia;76.8
Slovakia;76.6
Slovakia;77.2
Slovakia;77.2
Slovakia;77.3
Slovenia;76.5
Slovenia;76.8
Slovenia;76.7
Slovenia;77.5
Slovenia;77.7
Slovenia;78.4
Slovenia;78.6
Slovenia;79.1
Slovenia;79.3
Slovenia;79.7
Slovenia;80.0
Slovenia;80.1
Slovenia;80.3
Slovenia;80.9
Slovenia;80.8
Slovenia;81.2
Slovenia;81.1
Slovenia;81.4
Solomon Islands;67.4
Solomon Islands;67.5
Solomon Islands;67.6
Solomon Islands;67.8
Solomon Islands;67.9
Solomon Islands;68.1
Solomon Islands;68.0
Solomon Islands;68.4
Solomon Islands;68.5
Solomon Islands;68.7
Solomon Islands;68.9
Solomon Islands;69.1
Solomon Islands;69.2
Solomon Islands;69.2
Solomon Islands;69.6
Solomon Islands;69.8
Solomon Islands;70.0
Solomon Islands;70.2
South Africa;57.3
South Africa;55.7
South Africa;54.3
South Africa;54.0
South Africa;54.0
South Africa;54.3
South Africa;55.0
South Africa;56.0
South Africa;57.4
South Africa;58.9
South Africa;60.7
South Africa;61.8
South Africa;62.5
South Africa;63.4
South Africa;63.9
South Africa;64.7
South Africa;65.4
South Africa;65.7
South Korea;77.3
South Korea;77.5
South Korea;77.5
South Korea;78.0
South Korea;78.5
South Korea;79.1
South Korea;79.5
South Korea;80.0
South Korea;80.6
South Korea;80.8
South Korea;81.2
South Korea;81.3
South Korea;81.9
South Korea;82.4
South Korea;82.6
South Korea;82.9
South Korea;83.3
South Korea;83.3
Spain;79.7
Spain;79.8
Spain;79.8
Spain;80.3
Spain;80.3
Spain;81.0
Spain;81.0
Spain;81.3
Spain;81.6
Spain;82.0
Spain;82.2
Spain;82.2
Spain;82.7
Spain;82.9
Spain;82.6
Spain;83.0
Spain;83.0
Spain;83.1
Sri Lanka;70.8
Sri Lanka;71.1
Sri Lanka;71.4
Sri Lanka;67.1
Sri Lanka;72.1
Sri Lanka;72.0
Sri Lanka;72.0
Sri Lanka;71.7
Sri Lanka;69.2
Sri Lanka;73.2
Sri Lanka;73.4
Sri Lanka;73.9
Sri Lanka;74.2
Sri Lanka;74.7
Sri Lanka;74.9
Sri Lanka;75.3
Sri Lanka;75.4
Sri Lanka;75.7
Sudan;58.6
Sudan;59.0
Sudan;58.2
Sudan;56.8
Sudan;57.3
Sudan;60.3
Sudan;61.3
Sudan;61.2
Sudan;62.6
Sudan;63.0
Sudan;63.2
Sudan;63.8
Sudan;63.7
Sudan;64.3
Sudan;64.7
Sudan;64.8
Sudan;65.4
Sudan;65.7
Suriname;65.5
Suriname;65.5
Suriname;65.6
Suriname;66.4
Suriname;67.0
Suriname;67.6
Suriname;68.2
Suriname;68.8
Suriname;69.5
Suriname;69.9
Suriname;69.9
Suriname;69.8
Suriname;69.7
Suriname;69.8
Suriname;70.8
Suriname;71.6
Suriname;72.4
Suriname;72.6
Sweden;79.8
Sweden;79.9
Sweden;80.2
Sweden;80.5
Sweden;80.6
Sweden;80.8
Sweden;81.0
Sweden;81.1
Sweden;81.4
Sweden;81.5
Sweden;81.8
Sweden;81.7
Sweden;81.9
Sweden;82.2
Sweden;82.2
Sweden;82.3
Sweden;82.4
Sweden;82.5
Switzerland;80.3
Switzerland;80.4
Switzerland;80.5
Switzerland;81.1
Switzerland;81.2
Switzerland;81.5
Switzerland;81.7
Switzerland;82.0
Switzerland;82.0
Switzerland;82.3
Switzerland;82.6
Switzerland;82.6
Switzerland;82.7
Switzerland;83.1
Switzerland;82.8
Switzerland;83.4
Switzerland;83.4
Switzerland;83.6
Tanzania;53.2
Tanzania;53.9
Tanzania;54.9
Tanzania;55.6
Tanzania;56.3
Tanzania;56.9
Tanzania;57.5
Tanzania;58.1
Tanzania;58.9
Tanzania;60.1
Tanzania;61.0
Tanzania;62.0
Tanzania;63.0
Tanzania;63.9
Tanzania;64.7
Tanzania;65.4
Tanzania;66.0
Tanzania;66.5
Thailand;72.6
Thailand;72.9
Thailand;73.2
Thailand;73.1
Thailand;73.8
Thailand;74.9
Thailand;75.2
Thailand;75.5
Thailand;75.8
Thailand;76.1
Thailand;76.4
Thailand;76.8
Thailand;77.1
Thailand;77.4
Thailand;77.7
Thailand;78.0
Thailand;78.4
Thailand;78.7
Togo;54.9
Togo;55.3
Togo;55.6
Togo;55.6
Togo;56.0
Togo;56.2
Togo;56.5
Togo;56.7
Togo;57.0
Togo;57.3
Togo;57.9
Togo;58.1
Togo;58.7
Togo;58.9
Togo;59.4
Togo;59.6
Togo;60.2
Togo;60.2
Trinidad and Tobago;69.6
Trinidad and Tobago;70.5
Trinidad and Tobago;69.7
Trinidad and Tobago;71.1
Trinidad and Tobago;71.3
Trinidad and Tobago;71.3
Trinidad and Tobago;71.7
Trinidad and Tobago;71.5
Trinidad and Tobago;73.1
Trinidad and Tobago;72.7
Trinidad and Tobago;73.3
Trinidad and Tobago;73.7
Trinidad and Tobago;74.0
Trinidad and Tobago;74.2
Trinidad and Tobago;74.5
Trinidad and Tobago;74.3
Trinidad and Tobago;74.2
Trinidad and Tobago;73.8
Tunisia;73.8
Tunisia;74.1
Tunisia;74.3
Tunisia;74.5
Tunisia;74.8
Tunisia;74.9
Tunisia;75.1
Tunisia;75.2
Tunisia;75.3
Tunisia;75.4
Tunisia;75.5
Tunisia;75.5
Tunisia;75.7
Tunisia;75.6
Tunisia;75.7
Tunisia;75.8
Tunisia;75.8
Tunisia;76.0
Turkey;72.2
Turkey;72.6
Turkey;72.9
Turkey;73.2
Turkey;73.5
Turkey;73.8
Turkey;74.2
Turkey;74.5
Turkey;74.8
Turkey;75.1
Turkey;74.9
Turkey;75.7
Turkey;76.3
Turkey;76.6
Turkey;76.6
Turkey;76.7
Turkey;77.1
Turkey;77.6
Turkmenistan;65.2
Turkmenistan;65.4
Turkmenistan;65.7
Turkmenistan;66.1
Turkmenistan;66.1
Turkmenistan;66.5
Turkmenistan;66.9
Turkmenistan;67.4
Turkmenistan;68.0
Turkmenistan;68.3
Turkmenistan;68.6
Turkmenistan;68.7
Turkmenistan;68.7
Turkmenistan;68.6
Turkmenistan;68.8
Turkmenistan;68.8
Turkmenistan;68.9
Turkmenistan;68.8
Ukraine;68.2
Ukraine;68.2
Ukraine;68.2
Ukraine;68.4
Ukraine;68.2
Ukraine;68.7
Ukraine;68.8
Ukraine;69.1
Ukraine;70.2
Ukraine;70.6
Ukraine;71.4
Ukraine;71.6
Ukraine;71.9
Ukraine;72.6
Ukraine;73.5
Ukraine;74.3
Ukraine;74.7
Ukraine;74.4
United Arab Emirates;74.6
United Arab Emirates;74.9
United Arab Emirates;76.2
United Arab Emirates;76.5
United Arab Emirates;76.7
United Arab Emirates;76.9
United Arab Emirates;77.1
United Arab Emirates;77.5
United Arab Emirates;78.0
United Arab Emirates;78.3
United Arab Emirates;78.5
United Arab Emirates;78.7
United Arab Emirates;78.9
United Arab Emirates;79.0
United Arab Emirates;79.2
United Arab Emirates;79.3
United Arab Emirates;79.5
United Arab Emirates;79.6
United Kingdom;78.1
United Kingdom;78.2
United Kingdom;78.3
United Kingdom;78.9
United Kingdom;79.1
United Kingdom;79.4
United Kingdom;79.5
United Kingdom;79.7
United Kingdom;80.2
United Kingdom;80.4
United Kingdom;80.8
United Kingdom;80.9
United Kingdom;80.9
United Kingdom;81.2
United Kingdom;80.9
United Kingdom;81.1
United Kingdom;81.2
United Kingdom;81.1
United States;76.9
United States;77.0
United States;77.2
United States;77.6
United States;77.6
United States;77.8
United States;78.1
United States;78.2
United States;78.6
United States;78.8
United States;78.8
United States;78.9
United States;79.0
United States;79.0
United States;78.9
United States;78.8
United States;78.8
United States;79.0
Uruguay;75.3
Uruguay;75.5
Uruguay;75.8
Uruguay;76.0
Uruguay;76.2
Uruguay;76.4
Uruguay;76.5
Uruguay;76.6
Uruguay;76.7
Uruguay;76.9
Uruguay;77.0
Uruguay;77.1
Uruguay;77.2
Uruguay;77.4
Uruguay;77.5
Uruguay;77.6
Uruguay;77.6
Uruguay;77.6
Uzbekistan;66.1
Uzbekistan;66.6
Uzbekistan;67.0
Uzbekistan;67.4
Uzbekistan;67.5
Uzbekistan;67.9
Uzbekistan;68.3
Uzbekistan;68.8
Uzbekistan;68.9
Uzbekistan;69.2
Uzbekistan;69.6
Uzbekistan;69.9
Uzbekistan;70.0
Uzbekistan;70.2
Uzbekistan;70.5
Uzbekistan;70.8
Uzbekistan;71.0
Uzbekistan;71.1
Vanuatu;69.0
Vanuatu;69.2
Vanuatu;69.3
Vanuatu;69.3
Vanuatu;69.4
Vanuatu;69.5
Vanuatu;69.5
Vanuatu;69.6
Vanuatu;69.7
Vanuatu;69.6
Vanuatu;69.6
Vanuatu;69.5
Vanuatu;69.5
Vanuatu;69.5
Vanuatu;69.5
Vanuatu;69.6
Vanuatu;69.7
Vanuatu;69.8
Venezuela;71.2
Venezuela;72.7
Venezuela;71.9
Venezuela;72.5
Venezuela;72.8
Venezuela;72.7
Venezuela;73.1
Venezuela;72.4
Venezuela;72.6
Venezuela;72.9
Venezuela;72.9
Venezuela;73.0
Venezuela;73.2
Venezuela;72.9
Venezuela;73.0
Venezuela;72.1
Venezuela;71.9
Venezuela;72.0
Vietnam;72.6
Vietnam;72.8
Vietnam;73.0
Vietnam;73.1
Vietnam;73.3
Vietnam;73.3
Vietnam;73.4
Vietnam;73.4
Vietnam;73.5
Vietnam;73.5
Vietnam;73.7
Vietnam;73.7
Vietnam;73.8
Vietnam;73.9
Vietnam;73.9
Vietnam;73.9
Vietnam;74.0
Vietnam;74.0
Yemen;63.2
Yemen;63.9
Yemen;64.5
Yemen;65.0
Yemen;65.5
Yemen;66.0
Yemen;66.6
Yemen;67.0
Yemen;67.2
Yemen;67.3
Yemen;67.4
Yemen;67.3
Yemen;67.5
Yemen;67.4
Yemen;65.9
Yemen;66.1
Yemen;66.0
Yemen;64.6
